"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1"
"GDM.2498","GDM.2498","MS025(RRC 219/1e)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.56415,0.00542,15.68672,0.00586,38.77243,0.01695,0.84501,8e-05,2.08857,0.00039,4689,NA,"226",10,4,NA,"Münster","3634","Rome","146",NA,NA,"Museum of Münster, 3634","Roman","146 BC",210,9.8351,4.005,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2499","GDM.2499","MS026(RRC 275/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.56728,0.01048,15.67025,0.00915,38.76766,0.02359,0.84395,0.00016,2.08788,0.00053,3150,NA,"190",9.9,4,NA,"Münster","3637","Rome","123",NA,NA,"Museum of Münster, 3637","Roman","123 BC",176,9.77,3.9945,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2500","GDM.2500","MS027(RRC 277/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.40219,0.01037,15.64538,0.0095,38.58254,0.02536,0.8502,0.00012,2.09664,0.00042,2311,NA,"261",9.9,4,NA,"Münster","3638","Rome","122",NA,NA,"Museum of Münster, 3638","Roman","122 BC",252,9.7081,3.9997,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2501","GDM.2501","MS028(RRC 245/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.64518,0.01089,15.67208,0.00979,38.83525,0.02845,0.84052,0.00014,2.08288,0.00047,1321,NA,"136",9.9,3.9,NA,"Münster","3640","Rome","134",NA,NA,"Museum of Münster, 3640","Roman","134 BC",122,9.7613,3.9784,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2502","GDM.2502","MS029(RRC 203/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.54836,0.00657,15.67801,0.0066,38.69004,0.01696,0.84525,0.00011,2.08595,0.00034,4057,NA,"220",10,3.9,NA,"Münster","3641","Rome","153",NA,NA,"Museum of Münster, 3641","Roman","153 BC",205,9.8043,3.9697,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2503","GDM.2503","MS030(RRC 223/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.63072,0.00695,15.68381,0.00672,38.8649,0.02213,0.84181,0.00013,2.08601,0.00043,5372,NA,"171",10,4,NA,"Münster","3643","Rome","142",NA,NA,"Museum of Münster, 3643","Roman","142 BC",156,9.8098,4.0073,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2504","GDM.2504","MS031(RRC 222/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.66641,0.0059,15.68784,0.00528,38.88406,0.01418,0.84043,9e-05,2.08307,0.00037,3142,NA,"153",10,4,NA,"Münster","3644","Rome","143",NA,NA,"Museum of Münster, 3644","Roman","143 BC",137,9.8182,3.995,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2505","GDM.2505","MS032(RRC 225/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.63086,0.00744,15.67775,0.00711,38.88968,0.01955,0.84149,1e-04,2.08738,4e-04,3460,NA,"158",10,4,NA,"Münster","3645","Rome","141",NA,NA,"Museum of Münster, 3645","Roman","141 BC",144,9.7862,4.0177,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2506","GDM.2506","MS033(RRC 227/1b)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.56035,0.00599,15.67066,0.00589,38.79592,0.01694,0.84432,1e-04,2.09027,0.00037,1747,NA,"196",10,4,NA,"Münster","3646","Rome","140",NA,NA,"Museum of Münster, 3646","Roman","140 BC",182,9.7731,4.0139,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2507","GDM.2507","MS034(RRC 230/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.70917,0.00575,15.68494,0.00448,38.98779,0.01207,0.83834,8e-05,2.08387,0.00029,4170,NA,"115",10,4,NA,"Münster","3647","Rome","139",NA,NA,"Museum of Münster, 3647","Roman","139 BC",99,9.7986,4.0184,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2508","GDM.2508","MS035(RRC 238/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.72019,0.00572,15.68301,0.00539,38.99475,0.01493,0.83777,9e-05,2.08307,0.00041,4878,NA,"103",10,4,NA,"Münster","15092","Rome","136",NA,NA,"Museum of Münster, 15092","Roman","136 BC",87,9.789,4.0139,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2509","GDM.2509","MS036(RRC 233/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.59192,0.00547,15.68307,0.00494,38.842,0.01476,0.84353,8e-05,2.08917,0.00029,4755,NA,"198",10,4,NA,"Münster","3651","Rome","138",NA,NA,"Museum of Münster, 3651","Roman","138 BC",183,9.8149,4.0211,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2510","GDM.2510","MS037(RRC 240/1a)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.65762,0.00597,15.68187,0.00654,38.89375,0.01892,0.84052,0.00012,2.08463,0.00051,1057,NA,"147",10,4,NA,"Münster","3652","Rome","135",NA,NA,"Museum of Münster, 3652","Roman","135 BC",132,9.7968,4.0036,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2511","GDM.2511","MS038(RRC 235/1c)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.60117,0.00472,15.67912,0.00483,38.8417,0.01422,0.84292,1e-04,2.08816,0.00039,4384,NA,"183",10,4,NA,"Münster","3653","Rome","137",NA,NA,"Museum of Münster, 3653","Roman","137 BC",168,9.7976,4.0133,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2512","GDM.2512","MS039(RRC 254/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.38507,0.00417,15.64864,0.00404,38.56333,0.01369,0.85116,9e-05,2.09752,0.00039,4581,NA,"281",9.9,4,NA,"Münster","85","Rome","131",NA,NA,"Museum of Münster, 85","Roman","131 BC",271,9.7248,4.0023,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2513","GDM.2513","MS040(RRC 257/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.59445,0.00712,15.6809,0.00634,38.83571,0.01551,0.84329,1e-04,2.08855,0.00044,4415,NA,"192",10,4,NA,"Münster","87","Rome","130",NA,NA,"Museum of Münster, 87","Roman","130 BC",177,9.8059,4.0154,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2514","GDM.2514","MS041(RRC 258/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.5033,0.00574,15.66531,0.00546,38.71586,0.01632,0.84661,0.00011,2.09232,0.00044,2142,NA,"227",9.9,4,NA,"Münster","3655","Rome","129",NA,NA,"Museum of Münster, 3655","Roman","129 BC",215,9.7642,4.0086,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2515","GDM.2515","MS042(RRC 265/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.25445,0.00727,15.63809,0.00681,38.4086,0.01954,0.85667,0.00011,2.10405,4e-04,3155,NA,"356",9.9,4,NA,"Münster","3656","Rome","127",NA,NA,"Museum of Münster, 3656","Roman","127 BC",348,9.7138,4.0049,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2516","GDM.2516","MS043(RRC 262/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.68439,0.00617,15.67798,0.00606,38.90569,0.01929,0.83909,0.00011,2.08226,0.00043,1269,NA,"119",10,4,NA,"Münster","3663","Rome","128",NA,NA,"Museum of Münster, 3663","Roman","128 BC",104,9.7765,3.9906,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2517","GDM.2517","MS044(RRC 266/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.66653,0.01113,15.67765,0.01043,38.8735,0.02701,0.83984,0.00012,2.08241,0.00042,938,NA,"132",10,3.9,NA,"Münster","3665","Rome","126",NA,NA,"Museum of Münster, 3665","Roman","126 BC",117,9.7787,3.9858,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2518","GDM.2518","MS045(RRC 270/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.53968,0.00595,15.6684,0.00634,38.76941,0.01833,0.84513,8e-05,2.09118,0.00037,3440,NA,"207",9.9,4,NA,"Münster","3669","Rome","125",NA,NA,"Museum of Münster, 3669","Roman","125 BC",193,9.7686,4.0132,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2519","GDM.2519","MS046(RRC 282/2)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.33585,0.00487,15.62556,0.00496,38.45419,0.01513,0.85219,9e-05,2.09725,4e-04,2994,NA,"271",9.8,3.9,NA,"Münster","3673","Narbo","118",NA,NA,"Museum of Münster, 3673","Roman","118 BC",263,9.6448,3.9693,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2520","GDM.2520","MS047(RRC 234/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.66886,0.00708,15.6826,0.0062,38.93537,0.01947,0.84003,0.00012,2.08557,0.00046,4023,NA,"140",10,4,NA,"Münster","3675","Rome","137",NA,NA,"Museum of Münster, 3675","Roman","137 BC",125,9.7974,4.0176,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2521","GDM.2521","MS048(RRC 234/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.62596,0.00587,15.68129,0.00652,38.88582,0.01983,0.8419,0.00011,2.08771,0.00044,3995,NA,"169",10,4,NA,"Münster","3676","Rome","137",NA,NA,"Museum of Münster, 3676","Roman","137 BC",154,9.8009,4.0203,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2522","GDM.2522","MS049(RRC 281/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.67314,0.006,15.68497,0.0064,38.93688,0.01793,0.83998,0.00011,2.08521,0.00043,3685,NA,"142",10,4,NA,"Münster","3678","Rome","119",NA,NA,"Museum of Münster, 3678","Roman","119 BC",126,9.8057,4.0164,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2523","GDM.2523","MS050(RRC 287/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.35767,0.00426,15.63665,0.00486,38.52828,0.01453,0.85177,0.00011,2.09876,0.00043,2640,NA,"277",9.9,4,NA,"Münster","3679","Rome","115-114",NA,NA,"Museum of Münster, 3679","Roman","115-114 BC",268,9.6837,3.998,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2524","GDM.2524","MS051(RRC 273/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.5031,0.00587,15.66445,0.00644,38.7159,0.02156,0.84659,0.00013,2.09244,0.00057,2930,NA,"226",9.9,4,NA,"Münster","3682","Rome","124",NA,NA,"Museum of Münster, 3682","Roman","124 BC",213,9.7609,4.0085,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2525","GDM.2525","MS052(RRC 286/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.58923,0.00653,15.66884,0.00659,38.82559,0.01957,0.84291,0.00011,2.08864,0.00047,4143,NA,"171",9.9,4,NA,"Münster","3683","Rome","116-115",NA,NA,"Museum of Münster, 3683","Roman","116-115 BC",157,9.76,4.0093,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2526","GDM.2526","MS053(RRC 284/1b)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.38267,0.00464,15.64054,0.006,38.56724,0.01978,0.85082,0.00015,2.09802,0.00061,4052,NA,"266",9.9,4,NA,"Münster","3685","Rome","117-116",NA,NA,"Museum of Münster, 3685","Roman","117-116 BC",257,9.6934,4.0031,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2527","GDM.2527","MS054(RRC 295/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.52402,0.00533,15.66407,0.00502,38.74495,0.01546,0.84563,1e-04,2.09167,0.00042,7505,NA,"209",9.9,4,NA,"Münster","3689","Rome","113-112",NA,NA,"Museum of Münster, 3689","Roman","113-112 BC",197,9.755,4.0094,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2528","GDM.2528","MS055(RRC 305/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.6987,0.00758,15.68432,0.00797,38.9359,0.02197,0.8388,0.00013,2.08227,0.00047,1177,NA,"122",10,4,NA,"Münster","3697","Rome","109-108",NA,NA,"Museum of Münster, 3697","Roman","109-108 BC",106,9.7982,3.9988,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2529","GDM.2529","MS056(RRC 297/1b)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.11977,0.00764,15.64479,0.00774,38.25798,0.02183,0.86338,0.00016,2.11133,0.00053,4064,NA,"469",10,4,NA,"Münster","3699","Rome","112-111",NA,NA,"Museum of Münster, 3699","Roman","112-111 BC",460,9.7759,4.0182,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2530","GDM.2530","MS057(RRC 299/1a)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.75071,0.00665,15.6736,0.00626,38.85923,0.01833,0.8359,0.00012,2.07241,0.00048,2398,NA,"61",9.9,3.9,NA,"Münster","3704","Rome","111-110",NA,NA,"Museum of Münster, 3704","Roman","111-110 BC",46,9.7471,3.9225,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2531","GDM.2531","MS058(RRC 308/1b)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.70009,0.01467,15.68557,0.01137,38.98433,0.02912,0.83876,0.00018,2.0846,0.00049,4270,NA,"123",10,4,NA,"Münster","3703","Rome","108-107",NA,NA,"Museum of Münster, 3703","Roman","108-107 BC",107,9.8028,4.0229,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2532","GDM.2532","MS059(RRC 311/1a)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.68062,0.00491,15.67819,0.00429,38.94981,0.0139,0.83928,9e-05,2.08509,0.00031,6107,NA,"122",10,4,NA,"Münster","3707","Rome","106",NA,NA,"Museum of Münster, 3707","Roman","106 BC",107,9.778,4.0155,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2533","GDM.2533","MS060(RRC 314/1b)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.32318,0.00446,15.61851,0.00455,38.41841,0.01353,0.85239,6e-05,2.09674,0.00031,8144,NA,"266",9.8,3.9,NA,"Münster","3708","Rome","105",NA,NA,"Museum of Münster, 3708","Roman","105 BC",259,9.6199,3.9562,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2534","GDM.2534","MS061(RRC 322/1b)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.39704,0.00459,15.66726,0.00482,38.53867,0.01415,0.85162,8e-05,2.0948,0.00036,3702,NA,"309",10,3.9,NA,"Münster","3719","Rome","102",NA,NA,"Museum of Münster, 3719","Roman","102 BC",297,9.7958,3.9876,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2535","GDM.2535","MS062(RRC 320/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.71622,0.00683,15.68287,0.00576,38.99509,0.01544,0.83794,9e-05,2.0835,0.00033,5637,NA,"106",10,4,NA,"Münster","3721","Rome","103",NA,NA,"Museum of Münster, 3721","Roman","103 BC",90,9.7892,4.0167,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2536","GDM.2536","MS063(RRC 324/1)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Denarius",NA,18.71004,0.00643,15.68204,0.00647,38.90291,0.01749,0.83815,0.00012,2.07921,0.00031,2964,NA,"109",10,3.9,NA,"Münster","3727","Rome","101",NA,NA,"Museum of Münster, 3727","Roman","101 BC",93,9.7872,3.9739,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2537","GDM.2537","MS064(HN 1958)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Drachm",NA,18.79418,0.00784,15.68519,0.00727,38.84301,0.01894,0.83458,0.00012,2.06677,0.00037,3532,NA,"53",10,3.9,NA,"Münster","6812","Brettii","216-211",NA,NA,"Museum of Münster, 6812","Roman","216-211 BC",36,9.7836,3.8909,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2538","GDM.2538","TB026(HN 1960)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Drachm",NA,18.56758,0.01721,15.67235,0.0158,38.63735,0.04207,0.84408,0.00023,2.08089,0.00075,NA,NA,"194",10,3.9,NA,"Tübingen","491","Brettii","218-214",NA,NA,"Museum of Tübingen, 491","Roman","218-214 BC",180,9.7781,3.9277,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2539","GDM.2539","TB027(HN 1970)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Drachm",NA,18.6894,0.01963,15.67565,0.01712,38.78356,0.04914,0.83874,0.00025,2.07516,0.00083,3186,NA,"111",9.9,3.9,NA,"Tübingen","492","Brettii","218-214",NA,NA,"Museum of Tübingen, 492","Roman","218-214 BC",96,9.7665,3.9246,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2540","GDM.2540","TB037(RRC 13/1= HN 266)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Didrachm",NA,18.80769,0.01945,15.68159,0.0165,38.86087,0.04502,0.83378,0.00021,2.06619,0.00072,3688,NA,"35",9.9,3.9,NA,"Tübingen","228","Rome (Naples?)","310-300",NA,NA,"Museum of Tübingen, 228","Roman","310-300 BC",19,9.7674,3.8899,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2541","GDM.2541","TB038(RRC 26/1 = HN 306)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Didrachm",NA,18.84404,0.02034,15.68041,0.01618,38.84177,0.04648,0.83213,0.00021,2.06128,0.00074,4712,NA,"5",9.9,3.8,NA,"Tübingen","268","Rome","c. 235",NA,NA,"Museum of Tübingen, 268","Roman","c. 235 BC",-11,9.7564,3.8572,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2542","GDM.2542","TB039(RRC 28/3 = HN 334)",NA,NA,NA,"Unknow",37.33,2,"Archaeological artefacts","Silver","Coin, Didrachm",NA,18.80348,0.02454,15.67318,0.01866,38.84692,0.05079,0.83351,0.00027,2.06593,0.00085,3211,NA,"20",9.9,3.8,NA,"Tübingen","284","Rome","225-212",NA,NA,"Museum of Tübingen, 284","Roman","225-212 BC",5,9.736,3.8826,"Westner et al., 2020","Ref.139","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.2069","GDM.2069","TDB/10","Spain","Cádiz","Torre Dona Blanca","Torre Dona Blanca mine",36.628076,-6.161499,"Archaeological mineral","Litharge","Pb/litharge,Pb,Fragment of litharge","Pb",18.18,NA,15.6306,NA,38.2002,NA,0.85977,NA,2.10122,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,389,9.7025,3.9396,"OXALID, Hunt-Ortiz","Ref.140","U. Oxford","TIMS",NA,"Archaeological"
"GDM.2070","GDM.2070","TDB/11","Spain","Cádiz","Torre Dona Blanca","Torre Dona Blanca mine",36.628076,-6.161499,"Archaeological mineral","Litharge","Pb/litharge,Pb,Fragment of litharge","Pb",18.079,NA,15.5176,NA,37.774,NA,0.858323,NA,2.089388,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,248,9.2767,3.7332,"OXALID, Hunt-Ortiz","Ref.140","U. Oxford","TIMS",NA,"Archaeological"
"GDM.2071","GDM.2071","TDB/12","Spain","Cádiz","Torre Dona Blanca","Torre Dona Blanca mine",36.628076,-6.161499,"Archaeological mineral","Litharge","Pb/litharge,Pb,Fragment of litharge","Pb",18.2095,NA,15.6679,NA,38.3142,NA,0.860422,NA,2.104072,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,436,9.8454,3.9947,"OXALID, Hunt-Ortiz","Ref.140","U. Oxford","TIMS",NA,"Archaeological"
"GDM.2072","GDM.2072","TDB/14","Spain","Cádiz","Torre Dona Blanca","Torre Dona Blanca mine",36.628076,-6.161499,"Archaeological mineral","Litharge","Pb/litharge,Pb,Fragment of litharge","Pb",18.1468,NA,15.5773,NA,37.9243,NA,0.858404,NA,2.089866,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,313,9.4974,3.7919,"OXALID, Hunt-Ortiz","Ref.140","U. Oxford","TIMS",NA,"Archaeological"
"GDM.2073","GDM.2073","TDB/15","Spain","Cádiz","Torre Dona Blanca","Torre Dona Blanca mine",36.628076,-6.161499,"Archaeological mineral","Litharge","Pb/litharge,Pb,Fragment of litharge","Pb",18.0785,NA,15.4947,NA,37.8505,NA,0.85708,NA,2.09367,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,201,9.1868,3.7678,"OXALID, Hunt-Ortiz","Ref.140","U. Oxford","TIMS",NA,"Archaeological"
"GDM.2074","GDM.2074","TDB/16","Spain","Cádiz","Torre Dona Blanca","Torre Dona Blanca mine",36.628076,-6.161499,"Archaeological mineral","Litharge","Pb/litharge,Pb,Fragment of litharge","Pb",18.1562,NA,15.6051,NA,38.112,NA,0.859491,NA,2.099117,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,359,9.6061,3.8985,"OXALID, Hunt-Ortiz","Ref.140","U. Oxford","TIMS",NA,"Archaeological"
"GDM.2075","GDM.2075","TDB/18","Spain","Cádiz","Torre Dona Blanca","Torre Dona Blanca mine",36.628076,-6.161499,"Archaeological mineral","Litharge","Pb/litharge,Pb,Fragment of litharge","Pb",18.1713,NA,15.6214,NA,38.1659,NA,0.859677,NA,2.100344,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,379,9.6677,3.9235,"OXALID, Hunt-Ortiz","Ref.140","U. Oxford","TIMS",NA,"Archaeological"
"GDM.2076","GDM.2076","TDB/19","Spain","Cádiz","Torre Dona Blanca","Torre Dona Blanca mine",36.628076,-6.161499,"Archaeological mineral","Litharge","Pb/litharge,Pb,Fragment of litharge","Pb",18.1672,NA,15.6162,NA,38.1525,NA,0.859582,NA,2.100074,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,372,9.6478,3.9171,"OXALID, Hunt-Ortiz","Ref.140","U. Oxford","TIMS",NA,"Archaeological"
"GDM.2077","GDM.2077","TDB/20","Spain","Cádiz","Torre Dona Blanca","Torre Dona Blanca mine",36.628076,-6.161499,"Archaeological mineral","Litharge","Pb/litharge,Pb,Fragment of litharge","Pb",18.1738,NA,15.6227,NA,38.1665,NA,0.859632,NA,2.10009,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,379,9.6723,3.9226,"OXALID, Hunt-Ortiz","Ref.140","U. Oxford","TIMS",NA,"Archaeological"
"GDM.2078","GDM.2078","TDB/2A","Spain","Cádiz","Torre Dona Blanca","Torre Dona Blanca mine",36.628076,-6.161499,"Archaeological mineral","Slag","Slag,Fe/Si/Cu,Slagged pottery","Fe",18.2958,NA,15.6386,NA,38.4159,NA,0.854766,NA,2.099709,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,318,9.7058,3.9806,"OXALID, Hunt-Ortiz","Ref.140","U. Oxford","TIMS",NA,"Archaeological"
